MP ID,Chemical Formula,FB Sublattice,N FBs,Sites per Unit Cell,Sites in FB Sublattice,d_NN,d_NNN,N Elements,Spacegroup,Spacegroup Number,E per Atom,Bandgap,FB Lattice Dimensionality,FB Lattice IDs,RCSR Name,Flat with decay,Flat with no decay
mp-1220060,Pr3Tm3Mn23,Tm,1,29,3,3.66401,7.5151,3,['R3m'],160,0.15871343,0.0,[2],['SK-1'],['kgm'],True,True
mp-1192408,KCo(PO3)3,P,2,28,6,3.00741,4.88354,4,['P-6c2'],188,-2.50655214,0.0543,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1194355,Fe3Sb2(BrO)4,Fe,2,26,6,3.21011,6.09181,4,['Cmce'],64,-1.42398111,2.4735,[2],['SK-1'],['kgm'],False,True
mp-31079,Ce3(Al3Ru)4,Ce,2,38,6,3.72314,5.63177,3,['P6_3/mmc'],194,-0.64682411,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mvc-1256,AlSb3Se2ClO8,Sb,2,30,6,3.1616,4.61347,5,['Pmm2'],25,-1.38404136,0.0,[2],['SK-1'],['kgm'],False,True
mp-1214305,Ca3SnF6,Ca,1,10,3,3.45328,4.92194,3,['P-1'],2,-3.23556149,0.1459,[2],['SK-1'],['kgm'],False,True
mp-37947,Na4C2O5,O,1,11,5,2.21709,3.13442,3,['Cm'],8,-1.78192,2.7762,[2],['SK-1'],['kgm'],False,True
mvc-1752,AlMo3Se2ClO8,Mo,2,30,6,2.93218,4.91162,5,['P1'],1,-1.40936074,0.1385,[2],['SK-1'],['kgm'],False,True
mp-1182703,Mg12Fe4C2O47,Mg,4,65,12,2.85255,5.39779,4,['P1'],1,-1.10045119,0.2442,[2],['SK-1'],['kgm'],False,True
mp-556030,BaCuCO3F2,O,4,32,12,2.23633,3.6189,5,['Pbcm'],57,-2.45105434,0.4703,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1211332,KZn(PO3)3,P,2,28,6,3.0091,4.84502,4,['P-6c2'],188,-2.56231194,4.4907,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1101241,V14Fe5O32,V,3,51,14,2.85374,4.81332,3,['P1'],1,-2.25370311,0.0,"[2, 2]","['SK-1', 'SK-11809']","['kgm', 'None']",False,True
mp-9793,Ba3BAsO3,O,2,16,6,2.42412,4.86104,4,['P6_3/mmc'],194,-2.53439875,1.5288,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1247258,Mg2MoW3S8,W,1,14,3,3.02603,6.12153,4,['R3m'],160,-0.98662645,0.8092,[2],['SK-1'],['kgm'],True,True
mp-1105779,ZnHg3(SCl2)2,Hg,2,20,6,3.35273,6.08572,4,['Cmc2_1'],36,-0.63142762,0.0448,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1211527,KMn(PO3)3,P,2,28,6,3.00727,4.85791,4,['P-6c2'],188,-2.64314091,4.0551,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1213200,Dy3(Al3Os)4,Dy,2,38,6,3.71663,5.6256,3,['P6_3/mmc'],194,-0.59099491,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-865427,KSrCO3F,O,1,7,3,2.25765,4.61959,5,['P-6m2'],187,-2.78557055,4.1032,[2],['SK-1'],['kgm'],True,True
mp-26525,Li3Ni3(PO4)4,Ni,2,52,6,3.49512,5.19582,4,['C2/c'],15,-2.1908257,0.0218,[2],['SK-1'],['kgm'],False,True
mp-705468,Li3Mn3(PO4)4,Mn,2,52,6,3.51656,5.2482,4,['C2'],5,-2.51104968,0.6453,[2],['SK-1'],['kgm'],False,True
mp-758573,H16Ru3C6(Cl3O7)2,Cl,2,45,6,3.43627,5.6275,5,['P-1'],2,-1.14786854,0.5838,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1194229,Fe3(PO5)2,Fe,2,30,6,2.88631,4.81196,3,['P2_1/c'],14,-2.08591561,0.1777,[2],['SK-1'],['kgm'],False,True
mp-849470,Li7Co(O2F)2,F,1,28,4,2.72584,4.02642,4,['P1'],1,-2.19932934,1.2277,[2],['SK-1'],['kgm'],False,True
mp-769028,Si3Sb2O9,Si,2,28,6,3.01701,5.05932,3,['P6_3/m'],176,-2.71623943,4.1105,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-766052,Li7Mn(O2F)2,F,1,28,4,2.74997,4.22225,4,['P1'],1,-2.32974576,1.6784,[2],['SK-1'],['kgm'],False,True
mp-6810,K2Ti(SiO3)3,Si,2,30,6,3.06576,5.26525,4,['P6_3/m'],176,-3.13901417,3.2108,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1105386,YbH3CN3,N,2,16,6,2.36206,3.49118,4,['P6_3/m'],176,-0.72931462,3.7618,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1216318,Y3Th3Mn23,Th,1,29,3,3.57574,7.45646,3,['R3m'],160,0.08783031,0.0,[2],['SK-1'],['kgm'],True,True
mp-1209899,Ni2Mo3O8,Mo,2,26,6,2.55823,5.0693,3,['P6_3mc'],186,-1.61156962,2.3867,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1221294,Na3Cr2(PO4)3,Na,2,40,6,3.33566,4.84775,4,['C2/c'],15,-2.61136814,2.9419,[2],['SK-1'],['kgm'],False,True
mp-561433,KPuCO5,O,2,16,10,2.24347,3.1562,4,['P6_3/mmc'],194,-2.6928288,0.4643,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1311116,Mn5O3F5,O,2,26,6,2.76738,5.35639,3,['P1'],1,-2.47164497,0.2905,[2],['SK-1'],['kgm'],False,True
mp-867617,LiMnPO4,Mn,2,42,6,3.53984,4.98816,4,['P31c'],159,-2.53582758,3.1579,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1201399,SmCO4,C,3,108,18,3.25345,4.66442,3,['P-6'],174,-2.50953869,0.102,[2],['SK-1'],['kgm'],True,True
mp-753533,Li3VF8,Li,1,12,3,2.83207,4.84351,3,['C222'],21,-2.94041369,1.3813,[2],['SK-1'],['kgm'],False,True
mp-721330,Rb14Na3Al17Si31O96,Na,1,161,3,7.66657,14.73388,5,['P1'],1,-3.11107776,2.0598,[2],['SK-1'],['kgm'],False,True
mp-1220564,Nd2Co19Si3,Si,1,24,3,3.7726,5.75056,3,['C2/m'],12,-0.20788542,0.0,[2],['SK-1'],['kgm'],False,True
mp-18243,K2Si3SnO9,Si,2,30,6,3.06168,5.30352,4,['P6_3/m'],176,-2.87065125,3.8351,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-6661,BaTi(SiO3)3,Si,2,28,6,3.03533,4.98785,4,['P-6c2'],188,-3.38529397,3.0661,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-756888,La2(SiO3)3,Si,2,28,6,3.02981,4.76504,3,['P6_3/m'],176,-3.55784695,4.3104,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-614803,Cs2TeO3,O,2,12,6,2.92173,4.20269,3,['P321'],150,-1.83118225,3.6403,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1182342,BaNaY(BO3)2,O,3,22,12,2.40255,3.3855,5,['R-3'],148,-3.15711899,3.2689,"[2, 2, 2]","['SK-1', 'SK-1', 'SK-24']","['kgm', 'kgm', 'None']",True,True
mvc-9989,Mg(WO2)2,W,1,14,4,2.64361,3.7218,3,['R3m'],160,-1.69857958,0.6948,[2],['SK-1'],['kgm'],True,True
mp-1212920,Er3(Al3Os)4,Er,2,38,6,3.69294,5.61494,3,['P6_3/mmc'],194,-0.585588,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1228270,Ba4TiSi12(SnO12)3,Si,4,56,12,3.02382,5.0183,5,['P312'],149,-3.16501547,3.2989,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1210751,MnP3NO9,P,2,28,6,2.98943,4.83043,4,['P-6c2'],188,-1.92225016,0.287,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-9712,Ba3BPO3,O,2,16,6,2.4221,4.84196,4,['P6_3/mmc'],194,-2.49569515,1.4707,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-867704,LiNi(PO3)3,P,2,28,6,2.96996,4.38317,4,['P-6c2'],188,-2.44385034,4.5473,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mvc-1639,AlV3Se2ClO8,V,2,30,6,3.09428,4.99055,5,['P-1'],2,-1.82699696,1.2717,[2],['SK-1'],['kgm'],False,True
mp-16805,Cs2Ti(GeO3)3,Ge,2,30,6,3.30482,5.77788,4,['P6_3/m'],176,-2.43544392,2.9569,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1193155,Co3(PO5)2,Co,2,30,6,2.90871,4.62005,3,['P2_1/c'],14,-1.74489039,0.0,[2],['SK-1'],['kgm'],False,True
mp-26807,Li3Fe3(PO4)4,Fe,2,52,6,3.57049,5.3162,4,['C2/c'],15,-2.43023247,2.2457,[2],['SK-1'],['kgm'],False,True
mp-28938,Nb3TeCl7,Nb,2,22,6,2.92886,6.07603,3,['P-3m1'],164,-1.62973851,0.7027,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1222126,Mn3(Co2Ge3)2,Mn,1,13,3,2.5462,4.3682,3,['Cmm2'],35,-0.14835292,0.0,[2],['SK-1'],['kgm'],False,True
mp-776557,Na3V2(PO4)3,Na,2,40,6,3.31312,4.70896,4,['C2/c'],15,-2.6785977,1.9085,[2],['SK-1'],['kgm'],False,True
mp-1238929,Mn3NbF6,Mn,1,10,3,3.00179,4.81956,3,['P-1'],2,-2.00254334,0.0,[2],['SK-1'],['kgm'],False,True
mp-1105382,Na2CaC2O3,O,2,16,6,2.24111,4.38781,4,['Cmcm'],63,-1.16249555,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-26910,Cr(PO3)3,P,2,26,6,2.97945,4.8369,3,['P-6c2'],188,-2.59485965,3.2095,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1101899,Na2CO3,O,2,12,6,2.25132,3.50623,3,['C2/m'],12,-2.06292354,3.3516,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-504503,Mn2Mo3O8,Mo,2,26,6,2.58355,5.12648,3,['P6_3mc'],186,-1.74412975,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1199856,TmZn5,Tm,2,36,6,3.73301,5.39047,2,['P6_3/mmc'],194,-0.25988056,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-31940,LiMnPO4,Mn,2,42,6,3.40575,4.88149,4,['P31c'],159,-2.60953523,3.3423,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-29218,Ge3Bi2O9,Ge,2,28,6,3.20704,5.21819,3,['P6_3/m'],176,-1.97262308,2.9794,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1221280,Na3Sc2(PO4)3,Na,2,40,6,3.43635,4.96941,4,['C2/c'],15,-3.06803727,4.5827,[2],['SK-1'],['kgm'],False,True
mp-1207409,ZnP3NO9,P,2,28,6,2.99043,4.79899,4,['P-6c2'],188,-1.79574715,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1225240,Fe3(PO5)2,Fe,1,15,3,2.73361,5.16458,3,['C2/m'],12,-2.05022367,0.5109,[2],['SK-1'],['kgm'],False,True
mp-1203254,Na3Li(MoO7)2,Na,2,40,6,3.87344,5.50608,4,['Cc'],9,-0.91792298,0.3191,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1207816,Tm3(Al3Os)4,Tm,2,38,6,3.6817,5.611,3,['P6_3/mmc'],194,-0.58068152,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1190518,Ta3Al4O14,Ta,1,21,3,3.27931,4.60267,3,['P3'],143,-3.26885324,0.0,[2],['SK-1'],['kgm'],True,True
mp-1210373,Na2Ca(CO3)2,O,4,22,12,2.24675,3.14878,4,['P6_3mc'],186,-2.23413763,3.0303,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1212260,Ho3(Al3Ru)4,Ho,2,38,6,3.69079,5.62948,3,['P6_3/mmc'],194,-0.66352878,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1292551,Mn5O3F5,O,2,26,6,2.75886,5.38475,3,['Cc'],9,-2.47694927,0.8895,[2],['SK-1'],['kgm'],False,True
mp-756260,Li3Fe2OF5,Fe,1,22,4,2.95388,4.33912,4,['F222'],22,-2.59882805,0.0,[2],['SK-1'],['kgm'],False,True
mp-760221,Li3V2(O2F)2,Li,1,44,12,2.5335,3.67314,4,['P1'],1,-2.66097527,0.0,[2],['SK-1'],['kgm'],False,True
mp-1227212,Ce2Mn22C3,C,1,27,3,3.89075,6.00914,3,['C2/m'],12,-0.05752297,0.0,[2],['SK-1'],['kgm'],False,True
mp-1198047,KCu3P3(O4F3)2,Cu,2,42,6,2.93312,5.18055,5,['C2/c'],15,-2.31909421,0.1683,[2],['SK-1'],['kgm'],False,True
mp-1204715,KFe3As4(HO8)2,Fe,2,52,6,3.76654,5.57445,5,['C2/c'],15,-1.71678421,2.508,[2],['SK-1'],['kgm'],False,True
mp-1196903,Cr2P4Pb3O16,Pb,2,50,6,3.73382,5.46639,4,['P2_1/c'],14,-2.4847637,2.9904,[2],['SK-1'],['kgm'],False,True
mp-3070,Na2CO3,O,2,12,6,2.25005,3.40904,3,['C2/m'],12,-2.07388238,3.8207,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-699932,Ba3Li2Mo4P6(ClO14)2,Ba,4,180,12,4.56238,6.92832,6,['P2_12_12_1'],19,-2.64326346,2.1138,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1199796,GdCO4,C,3,108,18,3.23465,4.64336,3,['P-6'],174,-2.51293153,0.0,[2],['SK-1'],['kgm'],True,True
mp-6600,K2Zr(SiO3)3,Si,2,30,6,3.05954,5.31376,4,['P6_3/m'],176,-3.22398973,4.813,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-764850,Li3(NiO2)4,Li,1,15,3,2.85876,4.03064,3,['P-1'],2,-1.30761939,0.0,[2],['SK-1'],['kgm'],False,True
mp-559323,Mn4Bi3NO15,O,1,23,15,2.1991,3.13662,4,['P3'],143,-1.64739985,1.1181,[2],['SK-1'],['kgm'],True,True
mp-754132,Mn5O3F5,O,2,26,6,2.90443,5.4628,3,['R3m'],160,-2.46837577,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1214228,BaZr(SiO3)3,Si,2,28,6,3.02659,5.01675,4,['P-6c2'],188,-3.46430444,4.6556,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1225167,Gd3Y3Fe23,Y,1,29,3,3.59676,7.39499,3,['R3m'],160,-0.01240832,0.0,[2],['SK-1'],['kgm'],True,True
mp-1225167,Gd3Y3Fe23,Gd,1,29,3,3.59007,7.39558,3,['R3m'],160,-0.01240832,0.0,[2],['SK-1'],['kgm'],True,True
mvc-12789,ScMo3O8,Mo,2,24,6,2.6576,5.08314,3,['P6_3mc'],186,-2.14628068,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1209381,Pr3(Al3Ru)4,Pr,2,38,6,3.77284,5.68875,3,['P6_3/mmc'],194,-0.63018467,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-554485,Li4Mo3O8,Mo,2,30,6,2.60389,5.05895,3,['R-3m'],166,-2.04329647,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1195190,Ba4Fe3(Se3F2)2,Fe,4,68,12,3.23002,4.74924,4,['Pnma'],62,-1.45210503,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-17824,Co2Mo3O8,Mo,2,26,6,2.57132,5.09779,3,['P6_3mc'],186,-1.65978912,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-758469,Li3(FeO2)4,Li,1,15,3,2.94097,4.16729,3,['C2/m'],12,-1.74428939,0.2558,[2],['SK-1'],['kgm'],False,True
mp-1224758,Fe23(BC)3,B,1,29,3,3.33943,6.4597,3,['R3m'],160,-0.06150056,0.0,[2],['SK-1'],['kgm'],True,True
mp-1224758,Fe23(BC)3,C,1,29,3,3.30745,6.46168,3,['R3m'],160,-0.06150056,0.0,[2],['SK-1'],['kgm'],True,True
mp-765651,LiFePO4,Li,2,42,6,3.42332,4.96362,4,['P31c'],159,-2.39304349,3.4327,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-765651,LiFePO4,Fe,2,42,6,3.44913,4.97972,4,['P31c'],159,-2.39304349,3.4327,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-849430,Li8MnFe7(PO4)8,Fe,1,56,7,3.91565,5.48447,5,['Cm'],8,-2.50068879,3.9039,[2],['SK-1'],['kgm'],False,True
mp-1198371,NdCO4,C,3,108,18,3.2842,4.71067,3,['P-6'],174,-2.50973522,0.1071,[2],['SK-1'],['kgm'],True,True
mp-1191473,NdP3(HO2)6,P,1,22,3,3.00071,5.01225,4,['P-6'],174,-2.26110965,5.2138,[2],['SK-1'],['kgm'],True,True
mp-1225282,K3TiFeH4S4O19,K,2,64,6,4.14655,6.05894,6,['Cc'],9,-2.10895262,2.4305,[2],['SK-1'],['kgm'],False,True
mp-697730,Mn3(PO4)4,Mn,2,46,6,3.62477,5.44527,3,['C2/c'],15,-2.21622915,0.0,[2],['SK-1'],['kgm'],False,True
mp-17020,TiTl2(GeO3)3,Ge,2,30,6,3.26727,5.44682,4,['P6_3/m'],176,-2.1804392,2.6044,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1196377,Ba2Fe3(P2O9)2,Fe,4,108,12,3.64249,5.35017,4,['Pbca'],61,-2.38076756,0.001,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-18502,BaSi3SnO9,Si,2,28,6,3.03259,5.03737,4,['P-6c2'],188,-3.09274423,3.7306,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-765459,Li3Mn4O8,Li,2,30,6,2.92121,4.18443,3,['P-1'],2,-2.06480393,0.0,[2],['SK-1'],['kgm'],False,True
mp-24193,NaH3O2,H,8,48,24,1.67709,3.12546,3,['Pbca'],61,-1.44209382,4.3479,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1198840,SrNiRu5O11,Ru,8,144,40,2.50225,3.53975,4,['P6_3/m'],176,-1.53983871,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-556984,Na3Fe2(PO4)3,Na,2,40,6,3.33223,4.75213,4,['C2/c'],15,-2.45392767,1.6054,[2],['SK-1'],['kgm'],False,True
mp-1203571,Cu3Bi2(PO7)2,Cu,4,84,12,3.05563,5.59946,4,['P2_1/c'],14,-1.51513071,0.0,[2],['SK-1'],['kgm'],False,True
mp-758185,Li3V2(O2F)2,Li,1,44,12,2.54171,3.68891,4,['Cm'],8,-2.66153323,0.7118,[2],['SK-1'],['kgm'],False,True
mp-556063,PrP3(HO2)6,P,1,22,3,3.00827,5.07739,4,['P-6'],174,-2.26448608,5.1933,[2],['SK-1'],['kgm'],True,True
mp-540634,TaTl(GeO3)3,Ge,2,28,6,3.20566,5.2399,4,['P-6c2'],188,-2.33754267,3.696,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-555182,Na2Be2(SiO3)3,Si,4,64,12,3.01839,4.95213,4,['Pnma'],62,-3.04155105,4.5404,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-696695,BaCaCO3,O,2,12,6,2.24605,4.61306,4,['P6_3mc'],186,-2.10515961,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1215262,ZrNbSi,Si,1,12,4,2.4282,4.51235,3,['Amm2'],38,-0.37303569,0.0,[2],['SK-1'],['kgm'],True,True
mp-1214320,BaTi(GeO3)3,Ge,2,28,6,3.21325,5.17897,4,['P-6c2'],188,-2.64077052,3.0082,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1214341,Ca3MnH3(SO7)2,Ca,2,46,6,3.87073,5.83479,5,['P6_3/mmc'],194,-1.41060857,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-6867,KCaCO3F,O,1,7,3,2.24904,4.48471,5,['P-6m2'],187,-2.7942068,4.3552,[2],['SK-1'],['kgm'],True,True
mp-1228626,Ba2Si3Ge5O18,Si,1,28,3,3.04801,5.13549,4,['P-6'],174,-2.70521264,3.2348,[2],['SK-1'],['kgm'],True,True
mp-1101510,V3(PO4)4,V,2,46,6,3.68132,5.46393,3,['C2/c'],15,-2.51865203,0.9437,[2],['SK-1'],['kgm'],False,True
mp-565428,Mn4Bi3NO15,O,1,23,15,2.19659,3.20601,4,['P312'],149,-1.63733765,1.7398,[2],['SK-1'],['kgm'],True,True
mp-22805,LiInMo3O8,Mo,1,13,3,2.57577,5.07612,4,['P3m1'],156,-1.92306643,2.2496,[2],['SK-1'],['kgm'],True,True
mp-1196391,ErCO4,C,3,108,18,3.15149,4.53854,3,['P-6'],174,-2.52704841,0.1383,[2],['SK-1'],['kgm'],True,True
mp-1237210,Ca3SnF6,Ca,1,10,3,3.49085,5.3702,3,['P-1'],2,-3.25929832,0.0,[2],['SK-1'],['kgm'],False,True
mp-554479,Ba3BPO7,O,4,24,14,2.42664,3.52724,4,['P6_3mc'],186,-3.21070732,3.3416,"[2, 2, 2, 2]","['SK-13', 'SK-1', 'SK-13', 'SK-1']","['None', 'kgm', 'None', 'kgm']",True,True
mp-17229,RbBe3ZnF9,Be,2,28,6,2.93182,5.00171,4,['P-6c2'],188,-3.31387485,6.2965,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-26284,MnPO4,Mn,2,36,6,3.33442,4.71318,3,['P31c'],159,-2.28677911,0.1878,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1246453,Mg2FeW3S8,W,1,14,3,2.95242,6.11389,4,['R3m'],160,-0.96301285,0.0003,[2],['SK-1'],['kgm'],True,True
mp-740731,Al2H12(SeO5)3,Se,2,64,6,4.01445,5.84262,4,['P31c'],159,-1.54442316,4.6404,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-6660,BaNaBO3,O,2,12,6,2.40444,3.52671,4,['C2/m'],12,-2.85487037,3.6503,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1237236,Zn3RhF6,Zn,1,10,3,3.19424,4.51293,3,['P-1'],2,-1.67965406,0.2987,[2],['SK-1'],['kgm'],False,True
mvc-1626,W3Se2ClO8,W,2,28,6,2.894,5.45551,4,['Pm'],6,-1.18046442,0.7252,[2],['SK-1'],['kgm'],False,True
mp-1222212,Mg3H2(SO5)2,Mg,1,17,3,2.78334,5.16284,4,['C2/m'],12,-2.36985759,5.6203,[2],['SK-1'],['kgm'],False,True
mp-685002,Sr2Er2Al3Si5N11O3,O,1,26,3,2.61726,5.38776,6,['P3m1'],156,-1.49297629,0.1758,[2],['SK-1'],['kgm'],True,True
mp-554683,Na3Fe2Mo5O16,Mo,2,52,10,2.5923,4.29277,4,['P-3m1'],164,-1.83185744,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1266718,AlBi3Se2ClO8,Bi,2,30,6,3.31361,4.77671,5,['Pmmn'],59,-1.45077227,0.0,[2],['SK-1'],['kgm'],False,True
mp-704946,Fe2P4Pb3O16,Pb,2,50,6,3.77156,5.46519,4,['P2_1/c'],14,-2.35242193,2.4058,[2],['SK-1'],['kgm'],False,True
mp-1176733,LiFe2C2O7,O,2,24,14,2.18827,3.08632,4,['P31c'],159,-1.77488079,1.7614,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-8196,AgNO3,O,1,5,3,2.20022,3.26764,3,['R3m'],160,-0.65192437,1.7613,[2],['SK-1'],['kgm'],True,True
mp-25213,YMo3O8,Mo,1,12,3,2.59739,4.99796,3,['Cm'],8,-2.26784405,1.1309,[2],['SK-1'],['kgm'],False,True
mp-1237975,Li3IrF6,Li,1,10,3,2.77638,4.17512,3,['P-1'],2,-2.47448566,2.0124,[2],['SK-1'],['kgm'],False,True
mp-1190402,Y2Cu3,Cu,4,20,12,2.37168,4.6528,2,['Cmcm'],63,0.34641573,0.0,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",False,True
mp-1201795,RbFe3P3(O4F3)2,Fe,2,42,6,2.96265,5.42788,5,['C2/c'],15,-2.63161057,3.5354,[2],['SK-1'],['kgm'],False,True
mp-25211,ScMo3O8,Mo,1,12,3,2.58615,4.90585,3,['Cm'],8,-2.22925165,1.0892,[2],['SK-1'],['kgm'],False,True
mp-1228884,CsH3(SeO3)2,H,2,24,6,2.87344,4.30531,4,['P1'],1,-1.40430819,4.1517,[2],['SK-1'],['kgm'],False,True
mp-1237388,Na3SbF6,Na,1,10,3,3.10802,4.63072,3,['P-1'],2,-2.72799211,3.6583,[2],['SK-1'],['kgm'],False,True
mp-31829,Fe3(PO4)4,Fe,2,46,6,3.68235,5.48475,3,['C2/c'],15,-2.09781354,0.0,[2],['SK-1'],['kgm'],False,True
mp-1199683,TbCO4,C,3,108,18,3.19715,4.61038,3,['P-6'],174,-2.53205686,0.1055,[2],['SK-1'],['kgm'],True,True
mp-26897,LiSn(PO3)3,P,2,28,6,2.99379,4.49395,4,['P-6c2'],188,-2.49605916,3.1197,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1191095,NaPb2C2O7,O,4,24,14,2.25471,3.28349,4,['P6_3/mmc'],194,-1.72558776,0.0,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1212925,Er3(Al3Ru)4,Er,2,38,6,3.67856,5.6126,3,['P6_3/mmc'],194,-0.66063741,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1212256,Ho3(Al3Os)4,Ho,2,38,6,3.71084,5.62354,3,['P6_3/mmc'],194,-0.58876533,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1194621,Co2I3(N2O)3,O,2,28,6,2.7868,4.82715,4,['Pmn2_1'],31,0.57088068,0.2323,[2],['SK-1'],['kgm'],False,True
