MP ID,Chemical Formula,FB Sublattice,N FBs,Sites per Unit Cell,Sites in FB Sublattice,d_NN,d_NNN,N Elements,Spacegroup,Spacegroup Number,E per Atom,Bandgap,FB Lattice Dimensionality,FB Lattice IDs,RCSR Name,Flat with decay,Flat with no decay
mp-754991,Ga3NO3,Ga,2,28,12,2.92409,3.00947,3,['C2/m'],12,-1.74918759,1.4854,"[2, 2]","['SK-1', 'SK-30']","['kgm', 'None']",False,True
mp-1104479,Mg3Si2O9,Mg,1,14,3,3.01951,3.33045,3,['Cm'],8,-2.45045195,0.0,[2],['SK-1'],['kgm'],False,True
mp-1306538,Li2TiV3O8,V,2,28,6,2.97722,5.14091,4,['P2/c'],13,-2.72156529,0.8575,[2],['SK-1'],['kgm'],False,True
mp-1184933,In3Hg,In,2,8,6,3.2736,3.4977,2,['P6_3/mmc'],194,0.02914534,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1103425,ErCo3Si2,Co,2,12,6,2.60496,3.14849,3,['Imma'],74,-0.70689516,0.0,[2],['SK-1'],['kgm'],False,True
mp-1208964,ScAgSn,Sc,1,9,3,3.68152,4.38824,3,['P-62m'],189,-0.46047311,0.0,[2],['SK-1'],['kgm'],True,True
mp-1194721,Sc3Mn3Al7Si5,Mn,2,36,6,4.1475,4.4859,4,['P6_3/mmc'],194,-0.49914562,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1025136,EuAl3Cu2,Al,1,6,3,2.71394,4.11566,3,['P6/mmm'],191,-0.37014239,0.0,[2],['SK-1'],['kgm'],True,True
mp-1105589,Al2Si2H4O9,H,1,17,4,2.98303,3.08971,4,['Cm'],8,-2.59425461,4.5065,[2],['SK-1'],['kgm'],False,True
mp-1104739,Ho(GaFe)6,Fe,2,13,6,2.50444,4.15587,3,['Immm'],71,-0.32166496,0.0,[2],['SK-1'],['kgm'],False,True
mp-1078430,ScCuGe,Sc,1,9,3,3.38042,3.99775,3,['P-62m'],189,-0.65902677,0.0,[2],['SK-1'],['kgm'],True,True
mp-1221242,Na3(CoO2)4,Na,1,15,3,2.97297,5.12346,3,['C2/m'],12,-1.36865561,0.0,[2],['SK-1'],['kgm'],False,True
mp-972309,Ta2BN3,N,1,6,3,2.71977,2.81594,3,['P6/mmm'],191,-0.25749078,0.0,[2],['SK-1'],['kgm'],True,True
mp-1246845,Mg2TiCo3S8,Co,1,14,3,3.54088,6.0378,4,['R-3m'],166,-1.05474888,0.0,[2],['SK-1'],['kgm'],True,True
mp-1222843,LaTb3(Mo2O7)2,Tb,1,22,3,3.749,6.37639,4,['R-3m'],166,-2.92624048,0.2778,[2],['SK-1'],['kgm'],True,True
mp-1304239,Li4NbCo3O8,Co,2,32,6,2.99653,5.18419,4,['P-1'],2,-2.05134048,0.4425,[2],['SK-1'],['kgm'],False,True
mp-1226906,Ce2Fe3Rh,Fe,1,6,3,2.49178,4.3159,3,['R-3m'],166,-0.23892807,0.0,[2],['SK-1'],['kgm'],True,True
mp-757126,Li3NbFe3O8,Li,1,15,3,3.02763,5.244,4,['R-3m'],166,-2.08687658,0.0,[2],['SK-1'],['kgm'],True,True
mp-757126,Li3NbFe3O8,Fe,1,15,3,3.02763,5.244,4,['R-3m'],166,-2.08687658,0.0,[2],['SK-1'],['kgm'],True,True
mp-28352,YSiRh2,Rh,4,24,12,2.77823,3.6118,3,['P6_3/mmc'],194,-1.01568459,0.0,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-756321,Li2V3FeO8,V,1,14,3,2.96866,5.06655,4,['R-3m'],166,-2.30504793,0.0,[2],['SK-1'],['kgm'],True,True
mp-1222126,Mn3(Co2Ge3)2,Co,1,13,4,2.52806,3.92166,3,['Cmm2'],35,-0.14835292,0.0,[2],['SK-1'],['kgm'],False,True
mp-756409,Li2Ti3NiO8,Ti,4,56,12,2.9857,5.17149,4,['R-3m'],166,-2.94314319,1.7282,[2],['SK-1'],['kgm'],True,True
mp-4938,ScCo3B2,Co,1,6,3,2.44342,2.98118,3,['P6/mmm'],191,-0.546321,0.0,[2],['SK-1'],['kgm'],True,True
mp-776043,NaLi3Ti2Cr2(PO4)6,Li,1,38,3,4.59246,5.48298,6,['R3'],146,-2.8163825,2.8248,[2],['SK-1'],['kgm'],True,True
mp-756586,Li3Co3TeO8,Li,1,15,3,3.02527,5.23993,4,['R-3m'],166,-1.56719086,0.0,[2],['SK-1'],['kgm'],True,True
mp-756586,Li3Co3TeO8,Co,1,15,3,3.02527,5.23993,4,['R-3m'],166,-1.56719086,0.0,[2],['SK-1'],['kgm'],True,True
mp-1303262,LiMnO2,Mn,2,32,8,2.94413,3.01685,3,['P-1'],2,-2.11333854,0.0,"[2, 2]","['SK-885', 'SK-1']","['None', 'kgm']",True,True
mp-563048,KFe3H6(SO7)2,Fe,1,26,3,4.6912,7.20675,5,['R-3m'],166,-0.80201666,0.1254,[2],['SK-1'],['kgm'],True,True
mp-1191470,Th2Fe17H3,H,1,22,3,4.31877,4.80827,3,['R-3m'],166,-0.09068245,0.0,[2],['SK-1'],['kgm'],True,True
mp-1101699,NaFe11O17,Fe,3,58,22,2.99063,3.06421,3,['C2'],5,-1.61083563,1.2633,"[2, 2, 2]","['SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm']",False,True
mp-1223966,Ho2AlFe3,Fe,1,6,3,2.58859,4.48357,3,['R-3m'],166,-0.19444395,0.0,[2],['SK-1'],['kgm'],True,True
mp-1212962,Er2Fe17C3,C,2,44,6,4.2705,4.8504,3,['P6_3/mmc'],194,-0.08729047,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-643614,Nd(MnSn)6,Mn,6,39,18,2.72994,4.46902,3,['Immm'],71,-0.12611704,0.0,[2],['SK-1'],['kgm'],True,True
mp-14485,LaTa7O19,Ta,4,54,14,3.49482,3.74248,3,['P-6c2'],188,-3.43591714,3.124,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-10739,TiPRu,Ti,1,9,3,3.26382,3.67305,3,['P-62m'],189,-1.01704033,0.0,[2],['SK-1'],['kgm'],True,True
mp-1212995,Dy3Cu11Si4,Si,2,36,8,4.2126,4.30462,3,['P6_3/mmc'],194,-0.30864177,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-757376,KAl11O17,Al,4,58,22,2.80234,2.91993,3,['Cmcm'],63,-3.3671398,4.5874,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",False,True
mp-40451,NaGd3Ti2(SbO7)2,Gd,2,44,6,3.67784,6.24528,5,['P2/c'],13,-3.12810475,2.0437,[2],['SK-1'],['kgm'],False,True
mp-760232,Li5VCr3O8,Cr,1,17,3,3.00677,5.20788,4,['R-3m'],166,-2.24432594,0.6527,[2],['SK-1'],['kgm'],True,True
mp-778111,Li3Bi3P8O29,Bi,2,86,6,5.16095,7.01253,4,['C2/c'],15,-2.28647251,0.5352,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-4989,CrNiAs,Cr,1,9,3,3.27405,3.62368,3,['P-62m'],189,-0.2162036,0.0,[2],['SK-1'],['kgm'],True,True
mp-554172,Ba3Zr2S7,S,2,24,14,3.50559,3.57665,3,['Cccm'],66,-2.13289844,0.5867,[2],['SK-1'],['kgm'],False,True
mp-1215419,Zr3S2,Zr,1,5,3,3.32478,3.40579,2,['R32'],155,-1.25882132,0.0,[2],['SK-1'],['kgm'],True,True
mp-770958,Li4NbFe3O8,Fe,1,16,3,3.0472,5.23861,4,['C2/m'],12,-2.16898675,0.7344,[2],['SK-1'],['kgm'],True,True
mp-1224928,Gd(AlFe)6,Fe,2,13,6,2.49653,4.11002,3,['Immm'],71,-0.38083905,0.0,[2],['SK-1'],['kgm'],True,True
mp-1228104,Ca9Nb2Ga10(SiO7)6,Ca,3,69,9,4.21467,5.04697,5,['R3'],146,-2.92792654,0.045,[2],['SK-1'],['kgm'],True,True
mp-31492,CeGaNi,Ce,1,9,3,3.57413,3.99527,3,['P-62m'],189,-0.61387305,0.0,[2],['SK-1'],['kgm'],True,True
mp-758920,Ba3V2P6(HO4)6,Ba,2,82,6,4.98898,6.78337,5,['R-3c'],167,-2.58903647,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1177801,Li2VCr3O8,Cr,2,28,6,2.95351,5.1164,4,['C2/m'],12,-2.32129887,1.3272,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1094164,LaMg,Mg,1,6,3,3.47958,3.56045,2,['C2'],5,-0.01481138,0.0,[2],['SK-1'],['kgm'],False,True
mp-1208582,Tb3Ni11Ge4,Ge,2,36,8,4.16865,4.29818,3,['P6_3/mmc'],194,-0.43509169,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-4382,YB2Ru3,Ru,1,6,3,2.75798,3.03741,3,['P6/mmm'],191,-0.46778259,0.0,[2],['SK-1'],['kgm'],True,True
mp-1228226,Ba3Co3Te(PO7)2,Ba,2,46,6,4.41145,5.36996,5,['P321'],150,-2.50267711,2.7848,[2],['SK-1'],['kgm'],True,True
mp-1216801,U2Al3Fe,Al,1,6,3,2.59562,4.49575,3,['R-3m'],166,-0.0924774,0.0,[2],['SK-1'],['kgm'],True,True
mp-1239267,NbCr3(AgS4)2,Cr,2,28,6,3.6612,6.16643,4,['P222_1'],17,-0.89402198,0.1297,[2],['SK-1'],['kgm'],True,True
mp-1177204,Li4V3P8O29,V,2,88,6,4.94817,7.09385,4,['P1'],1,-2.57611411,0.9119,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-636461,Ga2Ge4Pb3O14,Pb,1,23,3,4.42837,5.01102,4,['P321'],150,-2.00285555,2.1698,[2],['SK-1'],['kgm'],True,True
mp-1220790,NiH3C5NO6,H,2,32,6,4.13576,4.35505,5,['Cc'],9,-0.52434739,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-21494,UCoSn,U,1,9,3,3.66175,4.04809,3,['P-62m'],189,-0.16018602,0.0,[2],['SK-1'],['kgm'],True,True
mp-566257,Li4Mo3O8,Mo,1,15,3,3.08222,5.33856,3,['R-3m'],166,-2.07748588,1.5855,[2],['SK-1'],['kgm'],True,True
mp-774219,Li3MnCo3O8,Li,1,15,3,2.83858,4.91657,4,['R-3m'],166,-1.76437196,0.0863,[2],['SK-1'],['kgm'],True,True
mp-774219,Li3MnCo3O8,Co,1,15,3,2.83858,4.91657,4,['R-3m'],166,-1.76437196,0.0863,[2],['SK-1'],['kgm'],True,True
mp-1177385,Li4Mn3NbO8,Mn,1,16,3,3.10355,5.21078,4,['C2/m'],12,-2.31748343,0.0,[2],['SK-1'],['kgm'],True,True
mp-1225556,Er2Fe3Cu,Fe,1,6,3,2.52552,4.37432,3,['R-3m'],166,-0.09339564,0.0,[2],['SK-1'],['kgm'],True,True
mp-22267,Y(MnGe)6,Mn,2,13,6,2.59206,4.06087,3,['P6/mmm'],191,-0.31964998,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-3079,CaTa4O11,Ta,2,32,8,3.50029,3.69893,3,['P6_322'],182,-3.42881264,3.5694,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1304038,MgMn2O4,Mn,2,28,8,3.02754,3.46484,3,['Cm'],8,-2.31389994,0.1893,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-771874,Li6V3P8O29,V,1,92,6,4.96305,5.06821,4,['P1'],1,-2.6638743,0.111,[2],['SK-1'],['kgm'],False,True
mp-1177582,Li3V3P8O29,V,2,86,6,4.9654,7.30476,4,['Cc'],9,-2.53552854,1.2229,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-5578,LuB2Ru3,Ru,1,6,3,2.73824,3.02718,3,['P6/mmm'],191,-0.48608219,0.0,[2],['SK-1'],['kgm'],True,True
mp-1104317,Lu(GaFe)6,Fe,2,13,6,2.50388,4.13296,3,['Immm'],71,-0.32179769,0.0,[2],['SK-1'],['kgm'],False,True
mp-1177371,Li4V3CrO8,V,1,16,3,2.99589,5.16358,4,['R-3m'],166,-2.44939989,1.4943,[2],['SK-1'],['kgm'],True,True
mp-1212558,Ho2Mn17C3,C,2,44,6,4.21717,4.80329,3,['P6_3/mmc'],194,-0.09753796,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1247341,LaMg2V3S8,V,1,14,3,3.68223,6.38066,4,['R-3m'],166,-1.44155471,0.0,[2],['SK-1'],['kgm'],True,True
mp-1313955,Li4Ni3SbO8,Ni,2,32,6,2.98214,5.16234,4,['P2/c'],13,-1.78704378,0.2214,[2],['SK-1'],['kgm'],False,True
mp-760975,Li4TiV3O8,V,1,16,3,2.90405,5.03658,4,['C2'],5,-2.59209273,0.2532,[2],['SK-1'],['kgm'],True,True
mp-1305934,Li2V3CoO8,V,2,28,6,2.94644,5.01848,4,['C2/c'],15,-2.28013429,0.879,[2],['SK-1'],['kgm'],False,True
mp-510278,GdTiO3,O,4,20,12,2.83944,2.90272,3,['Pnma'],62,-3.61760268,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-755496,Li4Ni3SnO8,Ni,1,16,3,2.97523,5.15907,4,['R-3m'],166,-1.71786525,0.0,[2],['SK-1'],['kgm'],False,True
mp-1265872,Be3Si3(MoO6)2,Si,4,80,12,4.49912,4.64357,4,['P2_1/c'],14,-2.74289951,3.8094,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-756767,Li3Fe(CoO2)4,Li,1,16,3,2.92651,5.09773,4,['P-1'],2,-1.57091296,0.0,[2],['SK-1'],['kgm'],False,True
mp-1220113,NdY3Zr4O14,Y,1,22,3,3.742,6.4074,4,['R-3m'],166,-3.57883734,0.6442,[2],['SK-1'],['kgm'],True,True
mp-1104674,Nd(MnGe)6,Mn,2,13,6,2.61334,4.05165,3,['P6/mmm'],191,-0.28148236,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1210819,LiMg2H7Os,H,4,22,14,2.35821,2.46491,4,['P6_3/mmc'],194,-0.45336656,3.3071,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-756782,Li3Fe3TeO8,Li,1,15,3,3.07052,5.27685,4,['R-3m'],166,-1.79908472,0.0,[2],['SK-1'],['kgm'],True,True
mp-756782,Li3Fe3TeO8,Fe,1,15,3,3.07052,5.27685,4,['R-3m'],166,-1.79908472,0.0,[2],['SK-1'],['kgm'],True,True
mp-1208710,Sr4Mg3Al5,Mg,2,24,6,3.02272,5.2355,3,['P6_3/mmc'],194,-0.18315708,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1246683,Mg2Mn3NiS8,Mn,1,14,3,3.5923,6.22333,4,['R-3m'],166,-0.97777696,0.0,[2],['SK-1'],['kgm'],True,True
mp-771711,Li4V3CoO8,V,1,16,3,2.97476,5.15564,4,['C2/m'],12,-2.24827251,0.8476,[2],['SK-1'],['kgm'],True,True
mp-1079542,CoNiAs,Co,1,9,3,3.25819,3.40448,3,['P-62m'],189,-0.1705287,0.0,[2],['SK-1'],['kgm'],True,True
mp-1247237,Mg2In3WS8,In,1,14,3,3.73668,6.47777,4,['R-3m'],166,-0.98286742,0.0975,[2],['SK-1'],['kgm'],True,True
mp-1303525,Li3(CoO2)4,Li,2,30,6,2.87007,4.96777,3,['P2/m'],10,-1.58252312,1.2833,[2],['SK-1'],['kgm'],False,True
mp-21906,U20Si16C3,C,1,39,3,5.16847,7.8579,3,['P6/mmm'],191,-0.22367474,0.0,[2],['SK-1'],['kgm'],True,True
mp-1196065,Cs2I4O11,I,2,34,8,3.71779,4.11574,3,['P6_3'],173,-1.1469462,2.8924,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-759404,Li3V3P8O29,V,1,86,6,4.95689,5.09498,4,['P1'],1,-2.52537391,0.9506,[2],['SK-1'],['kgm'],False,True
mp-672322,Eu3(B3Rh4)2,Rh,2,17,8,2.78211,2.84078,3,['Fmmm'],69,-0.61346083,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1175600,Li9Mn2Co5O16,Co,1,32,5,2.88321,5.01486,4,['P-1'],2,-1.81241713,0.0,[2],['SK-1'],['kgm'],False,True
mp-1209477,Rb2Li4UO6,Li,1,13,4,3.0798,4.21731,4,['P-3m1'],164,-2.46164997,2.1266,[2],['SK-1'],['kgm'],True,True
mp-20058,GdAlPd,Gd,1,9,3,3.72616,4.15326,3,['P-62m'],189,-0.85817777,0.0,[2],['SK-1'],['kgm'],True,True
mp-19936,Sc(MnGe)6,Mn,2,13,6,2.56571,4.03702,3,['P6/mmm'],191,-0.32239935,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-862858,PaPt3,Pt,2,8,6,2.86219,3.03274,2,['P6_3/mmc'],194,-1.02541471,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-13634,Cs2LiAl3F12,Al,1,18,3,3.54572,6.14137,4,['R-3m'],166,-3.66503029,7.2292,[2],['SK-1'],['kgm'],True,True
mp-1176878,Li7V3P8O29,V,2,94,6,4.98438,6.96092,4,['P1'],1,-2.66563293,0.1772,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1079003,HoNiSn,Ho,1,9,3,3.81104,3.90945,3,['P-62m'],189,-0.6711549,0.0,[2],['SK-1'],['kgm'],True,True
mp-1280539,Li2TiV3O8,V,2,28,6,2.96176,5.15523,4,['P-1'],2,-2.66450858,1.3432,[2],['SK-1'],['kgm'],False,True
mp-972662,Sm2Fe17C3,C,1,22,3,4.34863,4.86571,3,['R-3m'],166,0.16958655,0.0,[2],['SK-1'],['kgm'],True,True
mp-1025075,TbB2Ir3,Ir,1,6,3,2.73744,3.15954,3,['P6/mmm'],191,-0.6916555,0.0,[2],['SK-1'],['kgm'],True,True
mp-755442,Mn4CoO8,Mn,1,13,4,2.90994,3.07845,3,['C2/m'],12,-1.73437179,0.0,[2],['SK-1'],['kgm'],False,True
mp-567781,Cs3Zr7BCl20,Cs,2,62,6,6.57016,7.01642,4,['R-3c'],167,-2.24310011,1.1954,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1176896,Li6V3P8O29,V,2,92,6,5.01503,7.15138,4,['P3c1'],158,-2.6616846,1.6087,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-760301,Li3V3P8O29,V,2,86,6,4.96653,7.00486,4,['Cc'],9,-2.5155714,1.1247,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-1219209,Sm3Bi(Ru2O7)2,Sm,1,22,3,3.67683,6.33278,4,['R-3m'],166,-2.29535372,0.0,[2],['SK-1'],['kgm'],True,True
mp-752703,Li2CoNi3O8,Ni,1,14,3,2.86011,4.91439,4,['R-3m'],166,-1.28194467,0.0,[2],['SK-1'],['kgm'],True,True
mp-1190821,Y2Fe17C3,C,1,22,3,4.32223,4.84845,3,['R-3m'],166,0.05774027,0.0,[2],['SK-1'],['kgm'],True,True
mp-1177183,Li4V3P8O29,V,2,88,6,4.98587,7.26268,4,['P1'],1,-2.57430476,0.9139,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mvc-10211,Zn(NiO2)2,Ni,4,42,12,2.92741,3.42482,3,['P3m1'],156,-1.17536423,0.0,"[2, 2]","['SK-18', 'SK-1']","['None', 'kgm']",True,True
mp-761404,Co5CuO8,Co,2,28,10,2.88021,3.35892,3,['R-3m'],166,-1.26546592,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-2947,SmB2Rh3,Rh,1,6,3,2.73916,3.13595,3,['P6/mmm'],191,-0.67563704,0.0,[2],['SK-1'],['kgm'],True,True
mp-7225,CeAl2Pt3,Pt,1,6,3,2.79721,4.01147,3,['P6/mmm'],191,-1.03604554,0.0,[2],['SK-1'],['kgm'],True,True
mp-35690,Co5RuO8,Co,1,14,5,2.98558,3.45173,3,['R-3m'],166,-1.31710308,0.0,[2],['SK-1'],['kgm'],True,True
mp-1095073,MoPRu,Mo,1,9,3,3.19363,3.89238,3,['P-62m'],189,-0.48807541,0.0,[2],['SK-1'],['kgm'],True,True
mp-1213010,ErSiRh2,Rh,4,24,12,2.77041,3.6001,3,['P6_3/mmc'],194,-1.0320318,0.0,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1177203,Li4V3P8O29,V,2,88,6,4.97943,7.14674,4,['Cc'],9,-2.57406633,1.0894,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",False,True
mp-569601,ErSi2Rh3,Rh,1,6,3,2.75446,3.68462,3,['P6/mmm'],191,-1.01198645,0.0,[2],['SK-1'],['kgm'],True,True
mp-1095228,PuB2C,C,1,12,3,3.2409,3.89813,3,['R-3m'],166,-0.3374927,0.0,[2],['SK-1'],['kgm'],True,True
mp-706492,Mn19Fe17O48,Fe,3,84,17,3.03866,3.58271,3,['C2/m'],12,-1.8303539,0.0,"[2, 1]","['SK-1', 'SK-96']","['kgm', 'None']",True,True
mp-1191478,Tm2Fe17C3,C,1,22,3,4.29379,4.84574,3,['R-3m'],166,-0.08926373,0.0,[2],['SK-1'],['kgm'],True,True
mp-1246406,Mg2VMo3S8,Mo,1,14,3,3.71048,6.38423,4,['R-3m'],166,-0.96658771,0.0,[2],['SK-1'],['kgm'],True,True
mp-1185837,Mg5Sc,Mg,1,6,5,3.15493,3.22054,2,['R32'],155,0.023769,0.0,[2],['SK-1'],['kgm'],True,True
mp-1220266,Nd3HoZr4O14,Nd,1,22,3,3.79442,6.56564,4,['R-3m'],166,-3.8463185,3.1138,[2],['SK-1'],['kgm'],True,True
mp-1225667,Dy(AlCr)6,Cr,2,13,6,2.51957,4.22688,3,['Immm'],71,-0.11565271,0.0,[2],['SK-1'],['kgm'],False,True
mp-757710,Li7V3P8O29,V,1,94,6,5.0125,5.12027,4,['P1'],1,-2.68855682,0.8069,[2],['SK-1'],['kgm'],False,True
mp-568511,Ca7(B7Rh10)2,Rh,4,41,20,2.79685,2.921,3,['Fmmm'],69,-0.61821781,0.0,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",False,True
mp-867718,LiMn2OF3,Mn,2,28,8,3.12884,3.20579,4,['R-3m'],166,-2.65388451,1.8355,[2],['SK-1'],['kgm'],True,True
mp-1247151,Mg2Cr3CoS8,Cr,1,14,3,3.57952,6.19069,4,['R-3m'],166,-1.09298703,0.5848,[2],['SK-1'],['kgm'],True,True
mp-1225217,EuAl2Ag3,Ag,1,6,3,2.88665,4.38846,3,['P6/mmm'],191,-0.23100865,0.0,[2],['SK-1'],['kgm'],True,True
mp-1320170,Li3Co4SnO8,Li,2,32,6,3.01208,5.17468,4,['P2/m'],10,-1.69021711,0.0,[2],['SK-1'],['kgm'],True,True
mp-766387,RbAl11O17,Al,4,58,22,2.81702,2.93263,3,['P6_3/mmc'],194,-3.37691857,4.7304,"[2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-8969,Mg2Ni3P,Ni,1,6,3,2.49115,3.88193,3,['R-3m'],166,-0.48343975,0.0,[2],['SK-1'],['kgm'],True,True
mp-1246893,SmMg2Mn3S8,Mn,1,14,3,3.70768,6.4215,4,['R-3m'],166,-1.26002147,0.0,[2],['SK-1'],['kgm'],True,True
mp-1079086,UAlNi,U,1,9,3,3.40233,4.10273,3,['P-62m'],189,-0.2824458,0.0,[2],['SK-1'],['kgm'],True,True
mp-1220793,Na5Si34,Na,1,39,5,5.22746,6.13104,2,['R-3m'],166,0.06879736,0.0,[2],['SK-1'],['kgm'],True,True
mp-1177495,Li4Co3SbO8,Co,1,16,3,3.02467,5.17134,4,['C2/m'],12,-1.73492806,0.5749,[2],['SK-1'],['kgm'],False,True
mp-772478,Li4Co3TeO8,Co,1,16,3,3.05051,5.18356,4,['R-3m'],166,-1.76264023,0.739,[2],['SK-1'],['kgm'],True,True
mp-15820,LiHoGe,Ho,1,9,3,3.64142,4.24362,3,['P-62m'],189,-0.71306625,0.0,[2],['SK-1'],['kgm'],True,True
mp-1084794,NdCdGa,Nd,1,9,3,3.88198,4.4921,3,['P-62m'],189,-0.52065207,0.0,[2],['SK-1'],['kgm'],True,True
mp-1229256,Ag32Te20As3,As,1,55,3,6.99293,8.58322,3,['P6/mmm'],191,0.08948174,0.0,[2],['SK-1'],['kgm'],True,True
mp-1177761,Li3Fe2(CoO4)2,Li,1,15,3,2.94618,5.08625,4,['C2/m'],12,-1.70951054,0.8652,[2],['SK-1'],['kgm'],False,True
mp-754088,Li4CrFe3O8,Fe,1,16,3,2.98264,5.16657,4,['C2/m'],12,-2.05644036,1.6786,[2],['SK-1'],['kgm'],True,True
mp-1217686,Tb2Al3Co,Al,1,6,3,2.74729,4.61633,3,['R-3m'],166,-0.44302407,0.0,[2],['SK-1'],['kgm'],True,True
mp-1192668,KV3Ge2O9,V,2,30,6,2.99319,5.1844,4,['P6_3/mmc'],194,-2.38006884,1.653,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1207756,Y4Si5Ir9,Ir,6,36,18,2.7657,3.68381,3,['P6_3/mmc'],194,-0.97134794,0.0,"[2, 2, 2, 2, 2, 2]","['SK-1', 'SK-1', 'SK-1', 'SK-1', 'SK-1', 'SK-1']","['kgm', 'kgm', 'kgm', 'kgm', 'kgm', 'kgm']",True,True
mp-1178313,Fe3TeO8,Fe,2,24,6,2.95034,4.95184,3,['P6_3mc'],186,-1.44418667,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1176342,Na3V3O8,O,4,28,16,2.79581,2.85598,3,['P-3m1'],164,-2.36769325,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1079342,CeZnNi,Ce,1,9,3,3.68959,3.81231,3,['P-62m'],189,-0.40519023,0.0,[2],['SK-1'],['kgm'],True,True
mp-1024968,PuB2Rh3,Rh,1,6,3,2.82559,2.93245,3,['P6/mmm'],191,-0.58153901,0.0,[2],['SK-1'],['kgm'],True,True
mp-757216,Li3MnFe3O8,Li,1,15,3,2.97327,5.14986,4,['R-3m'],166,-1.9368601,1.6158,[2],['SK-1'],['kgm'],True,True
mp-757216,Li3MnFe3O8,Fe,1,15,3,2.97327,5.14986,4,['R-3m'],166,-1.9368601,1.6158,[2],['SK-1'],['kgm'],True,True
mvc-7691,Zn2Sb3O8,Sb,2,26,6,3.24349,5.14664,3,['P6_3mc'],186,-1.58438947,0.0,"[2, 2]","['SK-1', 'SK-1']","['kgm', 'kgm']",True,True
mp-1025056,ThSi2Ru3,Ru,1,6,3,2.82252,3.62227,3,['P6/mmm'],191,-0.75404519,0.0,[2],['SK-1'],['kgm'],True,True
